SW Version,2018.3
GT Type,UltraScale+ GTY
Date and Time Started,2019-Sep-27 19:57:00
Date and Time Ended,2019-Sep-27 19:57:04
Scan Name,Scan Tx2-Rx2 Link 9 
Link Settings,
Reset RX After Applying Settings,false
Open Area,7408
Horizontal Opening,39
Horizontal Percentage,60.00
Vertical Opening,241
Vertical Percentage,100.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,ELF Version: 0x0009 SVN: 16356
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
120,0.225175,0.210048,0.186944,0.161767,0.129414,0.09846,0.0671465,0.0441135,0.0264135,0.014632,0.00750076,0.0038055,0.0016104,0.000639067,0.00021582,6.35157e-05,1.94553e-05,3.0518e-06,1.14443e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,7.62951e-07,3.91012e-06,1.76432e-05,8.402e-05,0.000295071,0.000881876,0.00249638,0.00561112,0.0114287,0.0212357,0.0340817,0.0514307,0.0715948,0.095789,0.121613,0.149651,0.176778,0.199997,0.221163,0.236896,0.244972,0.250057,0.254248,0.259895
112,0.216946,0.197015,0.173999,0.143667,0.113398,0.081886,0.0538656,0.0333355,0.019058,0.00993774,0.00473001,0.00215343,0.000853075,0.000307374,9.54643e-05,2.43191e-05,6.00824e-06,5.72213e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.33516e-06,7.15267e-06,3.13764e-05,0.00013962,0.000457485,0.00138628,0.00347896,0.00769797,0.0149334,0.0265315,0.0411156,0.0602964,0.0837101,0.108502,0.135269,0.164826,0.190509,0.213441,0.231409,0.241648,0.249145,0.257606,0.265797
104,0.206553,0.185169,0.156036,0.126848,0.0965795,0.0663417,0.042344,0.0247743,0.0133684,0.00639501,0.00286183,0.0012314,0.000452239,0.000133612,4.05318e-05,7.91562e-06,1.33516e-06,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,2.00275e-06,1.35424e-05,6.1799e-05,0.000221351,0.000773537,0.00203336,0.00503538,0.0102678,0.0197499,0.0322973,0.0496718,0.0707172,0.0955209,0.12234,0.15042,0.178317,0.204083,0.225299,0.237998,0.25021,0.25973,0.271254
96,0.197299,0.171665,0.142418,0.110224,0.0797651,0.053409,0.0327125,0.0182268,0.0091466,0.0041494,0.00170062,0.000686847,0.000213054,5.60769e-05,1.31609e-05,2.95644e-06,1.2398e-06,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,7.62951e-07,4.95918e-06,2.53681e-05,0.000110533,0.000403696,0.0012005,0.00308337,0.00693474,0.013997,0.0249783,0.040362,0.0598034,0.0825128,0.109693,0.13819,0.166299,0.19275,0.217061,0.236077,0.250363,0.263744,0.28016
88,0.181799,0.155208,0.12522,0.096534,0.0667961,0.0426794,0.0242277,0.0130827,0.00596799,0.0025844,0.00101883,0.000357061,9.88975e-05,2.4033e-05,4.57771e-06,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,1.5259e-06,8.10636e-06,4.33928e-05,0.000184825,0.000680552,0.00188497,0.00458057,0.00976618,0.0185471,0.0316778,0.0494022,0.0707538,0.0961488,0.125258,0.154156,0.182285,0.207705,0.232988,0.251593,0.268234,0.290081
80,0.169184,0.140996,0.109109,0.0817226,0.0546854,0.0335705,0.0180932,0.00909319,0.00403353,0.00158007,0.000564679,0.000166419,4.50141e-05,8.77394e-06,1.14443e-06,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,3.0518e-06,1.89784e-05,9.63226e-05,0.00035029,0.00108673,0.00293603,0.00658204,0.0134227,0.0242449,0.0401444,0.05937,0.0833185,0.111606,0.140948,0.173263,0.200095,0.228059,0.252368,0.274711,0.301172
72,0.155444,0.125797,0.0961713,0.0684482,0.0434352,0.0254881,0.0128678,0.00623322,0.00252098,0.000904002,0.000284581,7.95377e-05,1.90738e-05,3.81476e-06,6.67582e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,8.5832e-07,8.77394e-06,4.59678e-05,0.000172999,0.000598249,0.00172723,0.00435206,0.00916748,0.0179018,0.0311953,0.0485992,0.0709253,0.0987687,0.127164,0.159375,0.191399,0.223822,0.253305,0.282089,0.312906
64,0.143365,0.111212,0.0837101,0.0566363,0.0353922,0.0196213,0.00956525,0.0042649,0.00160458,0.000529297,0.000154593,3.71939e-05,7.43877e-06,7.62951e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,3.81476e-07,3.0518e-06,1.69757e-05,8.64042e-05,0.000344472,0.00106632,0.00290112,0.00658712,0.0131204,0.0245516,0.0403421,0.0612156,0.0868519,0.116727,0.15042,0.184585,0.219386,0.253776,0.28663,0.323023
56,0.130861,0.0991993,0.070864,0.046455,0.0274729,0.0145349,0.00678046,0.00281825,0.000976196,0.000290112,7.90608e-05,1.7834e-05,3.24254e-06,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.04906e-06,8.77394e-06,4.2916e-05,0.000176146,0.00061532,0.00181735,0.00433928,0.00940427,0.0186901,0.0322008,0.0520251,0.0755847,0.104329,0.138798,0.174221,0.21603,0.253461,0.293195,0.333274
48,0.117598,0.08752,0.0592326,0.0368373,0.0210729,0.0105617,0.00456407,0.00178683,0.000581846,0.000149157,4.09133e-05,6.86656e-06,1.2398e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,1.81201e-06,1.76432e-05,9.07912e-05,0.000325113,0.00110266,0.00282855,0.00638205,0.0136992,0.0252228,0.0418294,0.0661275,0.094333,0.129006,0.167045,0.211567,0.255676,0.299411,0.345066
40,0.108732,0.0750309,0.0500603,0.0295394,0.0159325,0.00759308,0.00296988,0.0010996,0.000320249,7.54368e-05,1.6022e-05,3.24254e-06,1.90738e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,5.72213e-07,7.24804e-06,3.39513e-05,0.000159361,0.000627909,0.00178559,0.00423066,0.00982711,0.0190553,0.0345212,0.0557802,0.0841228,0.117733,0.161257,0.207075,0.256477,0.304531,0.351583
