SW Version,2018.3
GT Type,UltraScale+ GTY
Date and Time Started,2019-Sep-27 19:54:39
Date and Time Ended,2019-Sep-27 19:54:44
Scan Name,Scan Tx0-Rx0 Link 1 
Link Settings,
Reset RX After Applying Settings,false
Open Area,5240
Horizontal Opening,30
Horizontal Percentage,46.15
Vertical Opening,241
Vertical Percentage,100.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,ELF Version: 0x0009 SVN: 16356
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
120,0.248389,0.241791,0.229851,0.21333,0.192207,0.164893,0.137864,0.106333,0.0837444,0.0592241,0.0419881,0.0282031,0.0178193,0.0105762,0.00591402,0.00304761,0.00140927,0.000678264,0.000285344,0.000110819,3.60494e-05,9.53689e-06,3.91012e-06,7.62951e-07,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,1.90738e-06,4.95918e-06,1.421e-05,3.10903e-05,7.58183e-05,0.000176242,0.000400931,0.000867666,0.00187552,0.0035812,0.00652064,0.0115174,0.0192424,0.0305325,0.0435368,0.0600577,0.0793479,0.0975223,0.119172,0.140899,0.164694,0.188666,0.208657,0.225423,0.23635,0.24468,0.249905,0.254881
112,0.246892,0.236077,0.222122,0.200683,0.175791,0.147124,0.11623,0.0894309,0.0668834,0.0458723,0.0311502,0.0203444,0.0117666,0.00676556,0.00358806,0.00176328,0.000751507,0.000318437,0.000119879,3.69078e-05,1.11582e-05,3.0518e-06,5.72213e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,4.76844e-07,1.71664e-06,4.19623e-06,1.06813e-05,3.66217e-05,8.28756e-05,0.000202659,0.000477321,0.00109731,0.00218309,0.00435702,0.00799613,0.0138977,0.0226508,0.0347143,0.0490003,0.0675006,0.0852432,0.106582,0.12752,0.151421,0.176625,0.198063,0.217406,0.232724,0.241648,0.250363,0.25696
104,0.244096,0.229722,0.208339,0.186433,0.159251,0.128158,0.0989118,0.0737608,0.0528031,0.0349602,0.0232473,0.0142309,0.0078768,0.00421979,0.00208209,0.000970378,0.000370127,0.000135424,4.40604e-05,1.27794e-05,3.52865e-06,9.53689e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,6.67582e-07,1.62127e-06,3.43328e-06,1.18257e-05,3.47143e-05,9.68948e-05,0.000247768,0.000578889,0.00132515,0.00265879,0.00533045,0.00975781,0.0167914,0.0264869,0.0395284,0.0563635,0.0740676,0.0939866,0.114157,0.139081,0.164034,0.187973,0.209511,0.227173,0.241221,0.250669,0.262056
96,0.240796,0.221882,0.19835,0.173704,0.144274,0.111911,0.0846793,0.0601106,0.0416889,0.026701,0.01688,0.00983702,0.00524195,0.00257563,0.00122034,0.000520047,0.000191119,6.30388e-05,1.80247e-05,4.38697e-06,8.5832e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,2.86107e-07,1.90738e-06,4.76844e-06,1.54498e-05,4.67308e-05,0.000129797,0.000338178,0.000778496,0.00165761,0.00346046,0.00687526,0.0119506,0.020491,0.0318279,0.0471991,0.0631699,0.0824298,0.104355,0.127045,0.152606,0.176854,0.20088,0.221522,0.236759,0.253148,0.267359
88,0.238413,0.212665,0.185002,0.157657,0.12522,0.0968307,0.070389,0.0475884,0.0320898,0.0191149,0.0114941,0.00653458,0.00320668,0.0015363,0.000650702,0.000258545,8.43061e-05,2.52728e-05,5.8175e-06,1.33516e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,5.72213e-07,2.47959e-06,6.10361e-06,2.11719e-05,5.56001e-05,0.000169566,0.000418002,0.000970188,0.00216564,0.00441005,0.00831443,0.0147814,0.0243082,0.0378727,0.0525188,0.0714076,0.0907184,0.113335,0.138798,0.165626,0.191399,0.214897,0.235263,0.255996,0.275265
80,0.234321,0.202569,0.17297,0.141045,0.111667,0.0818369,0.0581892,0.0370572,0.0245707,0.0140238,0.00787711,0.00426499,0.00201867,0.000917258,0.000354677,0.000123884,3.86244e-05,8.67857e-06,1.5259e-06,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,7.62951e-07,1.43053e-06,7.43877e-06,2.71801e-05,8.09682e-05,0.000210098,0.000540646,0.00131085,0.00292668,0.00577153,0.0107229,0.0185161,0.0298277,0.04376,0.0604834,0.079874,0.102527,0.127679,0.153809,0.180279,0.208445,0.234054,0.258419,0.283849
72,0.22844,0.192932,0.159189,0.128601,0.096036,0.0685972,0.0468965,0.0290946,0.0177883,0.0098626,0.00539425,0.00276913,0.00126211,0.000506123,0.000182918,6.03685e-05,1.59266e-05,3.43328e-06,7.62951e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,7.62951e-07,2.47959e-06,9.91836e-06,3.79568e-05,0.000116159,0.000306992,0.000746166,0.00181888,0.00382525,0.00752224,0.0137757,0.0229606,0.0342498,0.0505796,0.0693639,0.0895483,0.115087,0.143566,0.171737,0.203071,0.232856,0.262392,0.292986
64,0.224312,0.183018,0.144784,0.112187,0.0820665,0.0572778,0.0369636,0.0217372,0.0131053,0.00679012,0.00346876,0.00166829,0.000700675,0.000268177,8.86931e-05,2.46052e-05,6.19898e-06,1.33516e-06,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,4.76844e-07,9.53689e-07,3.52865e-06,1.80247e-05,5.14038e-05,0.000156405,0.000414664,0.00108301,0.00240759,0.00506771,0.00968444,0.0171802,0.0274674,0.0417399,0.0582306,0.0790264,0.103747,0.131196,0.162796,0.196731,0.230757,0.266143,0.301838
56,0.219621,0.17341,0.133592,0.0999009,0.0707049,0.0455712,0.0288792,0.0165613,0.00925677,0.00457046,0.00224203,0.00101959,0.000392157,0.00013695,3.66217e-05,1.17304e-05,1.43053e-06,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,5.72213e-07,1.5259e-06,7.24804e-06,2.27932e-05,7.90608e-05,0.00022755,0.000635824,0.00151007,0.00332885,0.00675429,0.0127643,0.021074,0.03348,0.0483011,0.0684825,0.0923548,0.121003,0.154564,0.191399,0.228951,0.270716,0.311005
48,0.214672,0.16476,0.123297,0.0872033,0.0600049,0.0369469,0.0222376,0.0121017,0.00642944,0.00302367,0.00135996,0.000603113,0.000203708,6.56138e-05,1.45914e-05,4.86381e-06,7.62951e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,6.67582e-07,2.86107e-06,8.86931e-06,3.18532e-05,0.000119211,0.000350195,0.000877012,0.00218643,0.00454385,0.00915887,0.0160581,0.026463,0.0401562,0.0598296,0.0819351,0.112464,0.145401,0.186603,0.228313,0.275635,0.31875
