SW Version,2018.3
GT Type,UltraScale+ GTH
Date and Time Started,2019-Sep-27 19:58:15
Date and Time Ended,2019-Sep-27 19:58:19
Scan Name,Scan Tx4-Rx4 Link 3 
Link Settings,
Reset RX After Applying Settings,false
Open Area,4328
Horizontal Opening,45
Horizontal Percentage,69.23
Vertical Opening,129
Vertical Percentage,54.84
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,ELF Version: 0x8008 SVN: 16040
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
120,0.50042,0.498593,0.498896,0.499809,0.498593,0.500114,0.498593,0.49708,0.499505,0.4992,0.499505,0.500726,0.500726,0.500726,0.4992,0.500726,0.498289,0.4992,0.502878,0.497684,0.4992,0.501953,0.498593,0.500726,0.498593,0.498593,0.499809,0.501646,0.498289,0.498289,0.498593,0.501646,0.4992,0.498896,0.499809,0.496778,0.498896,0.498593,0.497986,0.50042,0.498289,0.502261,0.499809,0.499505,0.499505,0.496778,0.501953,0.498289,0.496177,0.501339,0.497382,0.4992,0.4992,0.498896,0.499505,0.498289,0.500114,0.4992,0.500114,0.498896,0.499505,0.499505,0.498896,0.498593,0.501646
112,0.49438,0.49708,0.492596,0.495277,0.493486,0.491414,0.490238,0.493486,0.492596,0.497382,0.495576,0.497684,0.494977,0.501339,0.496778,0.495277,0.496778,0.500726,0.500726,0.497382,0.499505,0.499809,0.497986,0.497382,0.498896,0.501339,0.497986,0.496177,0.502569,0.497684,0.4992,0.501953,0.501032,0.498896,0.499505,0.499505,0.499809,0.498289,0.498593,0.500726,0.4992,0.49708,0.498896,0.498593,0.500114,0.496778,0.498289,0.49708,0.496778,0.497684,0.497986,0.497986,0.499809,0.498593,0.498289,0.497684,0.4992,0.498593,0.498593,0.500726,0.4992,0.50042,0.496778,0.4992,0.501032
104,0.312309,0.313745,0.304871,0.305098,0.309011,0.304191,0.307387,0.312667,0.311005,0.315193,0.317023,0.322008,0.324174,0.329255,0.328069,0.32952,0.337114,0.3429,0.351432,0.336976,0.348442,0.358507,0.357412,0.357724,0.3571,0.367349,0.367513,0.361672,0.377854,0.3744,0.376292,0.379253,0.366199,0.393084,0.372866,0.371682,0.367019,0.364732,0.366199,0.365709,0.36376,0.35249,0.3571,0.346966,0.355088,0.34247,0.342756,0.347703,0.330718,0.340619,0.336422,0.330985,0.339489,0.34247,0.346526,0.344631,0.333003,0.342184,0.346526,0.35038,0.344631,0.356789,0.361194,0.358664,0.35788
96,0.249676,0.249448,0.250134,0.249448,0.249524,0.250516,0.249448,0.249905,0.250363,0.25021,0.249981,0.249448,0.249828,0.248691,0.250823,0.250057,0.250134,0.250286,0.250057,0.249145,0.247938,0.242938,0.231671,0.21195,0.184835,0.154856,0.126476,0.106776,0.0888972,0.0739339,0.0628163,0.0591087,0.0594735,0.0682031,0.0706501,0.0799051,0.0888972,0.103747,0.122176,0.140875,0.155591,0.181236,0.200388,0.217061,0.232592,0.241292,0.246966,0.249524,0.250669,0.250823,0.249981,0.249372,0.249676,0.249752,0.25021,0.249905,0.250134,0.2496,0.250439,0.250057,0.250363,0.250286,0.249981,0.249828,0.250669
88,0.2496,0.250363,0.250593,0.249752,0.250593,0.250669,0.249752,0.2496,0.249752,0.250134,0.250439,0.249676,0.250057,0.249828,0.250286,0.249752,0.248465,0.243082,0.230174,0.206344,0.17352,0.126888,0.0890809,0.0569236,0.0335898,0.0220936,0.0141332,0.00920634,0.00666304,0.00499199,0.00454662,0.00426661,0.0043658,0.00479286,0.00516938,0.0063613,0.00777485,0.00996872,0.0133164,0.017945,0.0267272,0.0367019,0.0530184,0.0781817,0.102016,0.133462,0.171056,0.199558,0.220924,0.236554,0.245046,0.248766,0.25021,0.249372,0.249752,0.25021,0.250593,0.250823,0.250363,0.250134,0.250746,0.250746,0.250286,0.249905,0.250134
80,0.249752,0.250439,0.249448,0.250439,0.250516,0.249905,0.250363,0.25021,0.249981,0.24922,0.250977,0.250439,0.250134,0.24719,0.241221,0.227869,0.200634,0.160248,0.114492,0.0721306,0.0405237,0.0191283,0.00939574,0.00378767,0.00174926,0.000795567,0.000411803,0.000234226,0.000145151,0.000101091,9.00282e-05,8.88838e-05,8.48783e-05,0.000134661,0.000179103,0.0002636,0.000417525,0.000587091,0.00100366,0.00169604,0.00270485,0.00441138,0.00741455,0.012659,0.0210507,0.0347599,0.0561472,0.0834883,0.114476,0.15187,0.186901,0.217869,0.236896,0.246224,0.249752,0.250134,0.249905,0.249828,0.249676,0.249069,0.249448,0.249372,0.250439,0.249905,0.249676
72,0.250977,0.249069,0.2496,0.250363,0.249752,0.2496,0.249676,0.249145,0.250746,0.249676,0.249296,0.246224,0.234926,0.21021,0.172279,0.126515,0.0847845,0.0449067,0.0219839,0.00905985,0.00304513,0.00105554,0.00028706,8.90745e-05,1.86923e-05,8.01099e-06,3.0518e-06,9.53689e-07,1.90738e-07,1.90738e-07,3.81476e-07,1.90738e-07,7.62951e-07,3.81476e-07,1.14443e-06,2.28885e-06,5.91287e-06,1.08721e-05,2.65126e-05,8.03006e-05,0.00015774,0.000341421,0.000700961,0.00158598,0.00321984,0.00633097,0.0117166,0.020424,0.0349066,0.0583467,0.0900008,0.125162,0.170949,0.209083,0.232526,0.244388,0.249372,0.249524,0.25021,0.249296,0.250439,0.249828,0.248993,0.250057,0.249828
64,0.250439,0.2496,0.250134,0.249524,0.250593,0.250286,0.249676,0.250363,0.248615,0.246446,0.236623,0.213497,0.167729,0.108877,0.0667689,0.0336657,0.0157712,0.00572557,0.00165827,0.000414092,7.95377e-05,1.44961e-05,1.14443e-06,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-06,1.04906e-05,3.66217e-05,0.000108148,0.000305943,0.000807965,0.00183528,0.00393912,0.00804246,0.0153254,0.0287041,0.0483782,0.0853498,0.128641,0.168453,0.205568,0.232196,0.245486,0.248766,0.250669,0.249676,0.249752,0.248993,0.249752,0.249905
56,0.249524,0.249905,0.249372,0.250363,0.25021,0.25021,0.2496,0.246743,0.238483,0.21968,0.182447,0.130299,0.0715073,0.0321149,0.0128218,0.00457237,0.00128977,0.000271038,5.07362e-05,6.29435e-06,5.72213e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,5.72213e-07,2.86107e-06,1.54498e-05,6.23713e-05,0.00020161,0.000536927,0.00137579,0.00318704,0.00712291,0.0146813,0.0307145,0.055246,0.0870365,0.134979,0.181558,0.219327,0.240231,0.247041,0.249981,0.249905,0.250134,0.250746,0.249524
48,0.249905,0.249905,0.25021,0.249676,0.249752,0.248389,0.242794,0.226608,0.197633,0.149079,0.0935252,0.0495966,0.0174842,0.00514687,0.00129053,0.000249485,4.2153e-05,3.81476e-06,3.81476e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.14443e-06,1.1635e-05,4.67308e-05,0.000148013,0.000445754,0.0012562,0.00321355,0.00804074,0.0174973,0.0352157,0.0643459,0.105961,0.155739,0.199316,0.228823,0.243082,0.248918,0.250134,0.249752,0.250516
