SW Version,2018.3
GT Type,UltraScale+ GTY
Date and Time Started,2019-Sep-27 19:54:44
Date and Time Ended,2019-Sep-27 19:54:50
Scan Name,Scan Tx0-Rx0 Link 2 
Link Settings,
Reset RX After Applying Settings,false
Open Area,2808
Horizontal Opening,27
Horizontal Percentage,40.00
Vertical Opening,153
Vertical Percentage,64.52
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,ELF Version: 0x0009 SVN: 16356
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
120,0.241221,0.233254,0.222364,0.207705,0.188232,0.167798,0.141679,0.11231,0.0837615,0.060879,0.0412897,0.0265281,0.0164714,0.00978812,0.00547055,0.00308976,0.00165675,0.000918879,0.000509461,0.000269036,0.000154688,8.92653e-05,5.59815e-05,3.29023e-05,2.41283e-05,1.79294e-05,1.22072e-05,9.63226e-06,9.72763e-06,8.48783e-06,9.53689e-06,1.30655e-05,1.79294e-05,2.39376e-05,3.70031e-05,5.20714e-05,8.73579e-05,0.000131037,0.00020304,0.000334649,0.000555142,0.000913252,0.00148966,0.00239004,0.00378796,0.00600824,0.00944962,0.014339,0.0218894,0.0313745,0.0446375,0.0591386,0.0782115,0.0982004,0.11938,0.142815,0.165026,0.186264,0.205105,0.221522,0.232988,0.240937,0.247041,0.249905,0.252992
112,0.236623,0.227048,0.213664,0.197205,0.174667,0.150365,0.121758,0.0955432,0.067836,0.0468268,0.0300047,0.0186171,0.0111387,0.00624552,0.00334754,0.0017565,0.000919928,0.000484951,0.000257305,0.000127794,7.21942e-05,4.01503e-05,2.5082e-05,1.65942e-05,1.02045e-05,5.62676e-06,4.86381e-06,4.2916e-06,4.57771e-06,3.52865e-06,3.62402e-06,5.14992e-06,6.48508e-06,1.15396e-05,1.33516e-05,2.327e-05,4.11994e-05,6.08453e-05,0.000105287,0.000189021,0.000328355,0.000568875,0.000915351,0.0015466,0.00249695,0.00414025,0.00676176,0.0105473,0.0162415,0.0237267,0.0347025,0.0478721,0.0638295,0.0834373,0.103354,0.126574,0.15042,0.173851,0.193661,0.211676,0.227679,0.237033,0.24556,0.250516,0.25409
104,0.231148,0.219739,0.201275,0.182123,0.158267,0.131872,0.105159,0.079874,0.0552982,0.0362633,0.0223139,0.0130527,0.00733645,0.00393454,0.00196689,0.000993172,0.000499924,0.0002533,0.000133135,6.18944e-05,3.52865e-05,1.82155e-05,1.23026e-05,7.15267e-06,3.52865e-06,2.57496e-06,1.5259e-06,1.14443e-06,1.04906e-06,1.43053e-06,1.5259e-06,1.62127e-06,2.38422e-06,5.24529e-06,7.82025e-06,1.15396e-05,1.98367e-05,3.24254e-05,5.80797e-05,9.823e-05,0.000177291,0.000343423,0.000575456,0.00103161,0.00167611,0.0028069,0.00465476,0.00763526,0.0121096,0.0181614,0.0265677,0.0377784,0.0528508,0.0692232,0.0887912,0.111303,0.135942,0.15845,0.181638,0.202468,0.219739,0.232856,0.242507,0.250823,0.258093
96,0.224067,0.20887,0.187887,0.167523,0.142865,0.116098,0.0893334,0.0646761,0.0440518,0.0270627,0.0157876,0.00878297,0.0047384,0.00238136,0.00115635,0.000544842,0.000248913,0.000124552,6.29435e-05,2.82292e-05,1.41146e-05,6.29435e-06,3.52865e-06,1.62127e-06,1.5259e-06,8.5832e-07,8.5832e-07,2.86107e-07,7.62951e-07,8.5832e-07,3.81476e-07,5.72213e-07,9.53689e-07,1.90738e-06,3.43328e-06,5.05455e-06,9.34615e-06,1.80247e-05,2.6894e-05,5.03548e-05,9.84207e-05,0.0001874,0.000349145,0.00063077,0.00107462,0.00189364,0.00319629,0.00524443,0.0087092,0.0134895,0.0201374,0.0297583,0.0428759,0.0579013,0.0767892,0.0960586,0.119975,0.143015,0.168765,0.19122,0.209618,0.226545,0.240654,0.250977,0.261387
88,0.216946,0.199802,0.177698,0.151365,0.126613,0.100563,0.0758788,0.0529191,0.0336505,0.0197338,0.0109899,0.00582399,0.00299544,0.00144369,0.000661288,0.000284962,0.000138571,5.77935e-05,3.14717e-05,1.43053e-05,6.38972e-06,3.24254e-06,1.81201e-06,1.04906e-06,3.81476e-07,4.76844e-07,9.53689e-08,1.90738e-07,1.90738e-07,9.53689e-08,9.53689e-08,1.90738e-07,4.76844e-07,3.81476e-07,1.14443e-06,1.33516e-06,4.38697e-06,6.48508e-06,1.06813e-05,2.69894e-05,5.58862e-05,0.000104429,0.000211337,0.000384051,0.000675879,0.00124361,0.00223211,0.00373112,0.00620165,0.00978111,0.0152566,0.0227464,0.033379,0.0465183,0.062135,0.0834033,0.104196,0.129659,0.153463,0.178862,0.201176,0.220212,0.237033,0.25268,0.265109
80,0.208763,0.187715,0.162537,0.135403,0.110135,0.0861758,0.0614729,0.0419408,0.025477,0.0143415,0.00766872,0.00374695,0.00184157,0.000821126,0.000353437,0.000150111,7.06683e-05,2.79431e-05,1.27794e-05,6.48508e-06,2.19348e-06,1.62127e-06,1.14443e-06,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,2.86107e-07,1.04906e-06,1.5259e-06,3.14717e-06,5.62676e-06,1.21118e-05,2.9469e-05,5.8175e-05,0.000117876,0.000246433,0.000436027,0.000806249,0.00151732,0.00257181,0.00436217,0.00718775,0.0114655,0.0173175,0.026451,0.0381266,0.0517033,0.0704011,0.0906984,0.116494,0.139984,0.165693,0.191668,0.213664,0.233786,0.251593,0.269115
72,0.200192,0.176397,0.149596,0.122303,0.0966935,0.0726617,0.0510334,0.0320672,0.0188866,0.0102817,0.00512751,0.00241217,0.00112802,0.000477417,0.000190833,7.70581e-05,3.16625e-05,1.31609e-05,4.38697e-06,2.38422e-06,8.5832e-07,6.67582e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,5.72213e-07,2.19348e-06,2.67033e-06,6.77119e-06,1.55451e-05,3.22347e-05,6.6186e-05,0.000136759,0.000266365,0.000532158,0.000964466,0.00178521,0.00309396,0.00529431,0.00831798,0.0132093,0.0202169,0.0297627,0.0424714,0.0591044,0.0784362,0.100835,0.126692,0.152379,0.180677,0.204797,0.230109,0.253305,0.274159
64,0.19122,0.165092,0.135987,0.106832,0.082463,0.0601813,0.0410579,0.0251254,0.0141757,0.0071778,0.0032907,0.00152914,0.000636206,0.000264172,9.04097e-05,3.83383e-05,1.44007e-05,4.86381e-06,1.90738e-06,9.53689e-07,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,6.67582e-07,3.81476e-07,1.62127e-06,3.33791e-06,8.01099e-06,1.76432e-05,3.5668e-05,7.77256e-05,0.000155261,0.000327687,0.000639258,0.00117332,0.00211814,0.00370651,0.00609388,0.00969177,0.0156268,0.0237184,0.0341357,0.0481196,0.066938,0.0892556,0.113461,0.139555,0.168765,0.198063,0.225796,0.25409,0.280352
56,0.180358,0.15187,0.123334,0.0944853,0.0692935,0.0488367,0.0321351,0.0186331,0.00995634,0.00463951,0.00209611,0.000859464,0.000358301,0.000144102,4.94011e-05,1.75479e-05,6.19898e-06,2.19348e-06,7.62951e-07,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,6.67582e-07,1.33516e-06,2.86107e-06,6.29435e-06,1.79294e-05,4.00549e-05,9.09819e-05,0.000191501,0.000385576,0.000756943,0.00145657,0.00261692,0.00434634,0.00713143,0.0118216,0.0182001,0.0268886,0.0398399,0.0558639,0.0767604,0.0991993,0.126223,0.156095,0.189189,0.222726,0.25409,0.28663
48,0.173851,0.140851,0.108992,0.0815924,0.0581727,0.0390275,0.0246981,0.0139119,0.006966,0.00309739,0.00134089,0.000509461,0.000192741,6.89517e-05,2.45098e-05,8.39246e-06,2.86107e-06,1.14443e-06,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,5.72213e-07,9.53689e-07,3.43328e-06,1.01091e-05,2.4033e-05,5.44556e-05,0.000116064,0.000236419,0.000504311,0.000966754,0.00170262,0.00304332,0.00514162,0.00868501,0.0139431,0.0211338,0.0319322,0.0461618,0.0651597,0.0875762,0.114893,0.145971,0.182691,0.217061,0.254406,0.291733
