SW Version,2018.3
GT Type,UltraScale+ GTY
Date and Time Started,2019-Sep-27 19:55:30
Date and Time Ended,2019-Sep-27 19:55:34
Scan Name,Scan Tx1-Rx1 Link 0 
Link Settings,
Reset RX After Applying Settings,false
Open Area,3184
Horizontal Opening,24
Horizontal Percentage,36.92
Vertical Opening,161
Vertical Percentage,64.52
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,ELF Version: 0x0009 SVN: 16356
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
120,0.231933,0.219975,0.203172,0.180756,0.154856,0.126145,0.0982004,0.0716449,0.0491827,0.0332543,0.0212964,0.0130436,0.00741091,0.0042999,0.00235275,0.00126621,0.000623522,0.000316529,0.000147345,7.11452e-05,3.5668e-05,1.58312e-05,9.63226e-06,5.43603e-06,3.81476e-06,2.86107e-06,1.2398e-06,8.5832e-07,7.62951e-07,1.2398e-06,1.43053e-06,2.28885e-06,2.57496e-06,4.67308e-06,7.62951e-06,1.49729e-05,2.70848e-05,4.98779e-05,8.68811e-05,0.00015898,0.000299268,0.000534161,0.000852312,0.00146019,0.0023867,0.0037891,0.00575456,0.00882574,0.0133845,0.0200919,0.0294926,0.0418508,0.0560857,0.0746072,0.0952322,0.11952,0.145971,0.172243,0.193753,0.215576,0.232328,0.242938,0.250363,0.256316,0.263235
112,0.225547,0.210264,0.191131,0.166841,0.13946,0.109254,0.0826294,0.0580243,0.0383982,0.024506,0.0153308,0.00877413,0.00479744,0.00262217,0.00142634,0.00070182,0.0003439,0.000152495,7.17174e-05,3.19486e-05,1.33516e-05,7.43877e-06,3.43328e-06,2.67033e-06,1.33516e-06,1.04906e-06,3.81476e-07,2.86107e-07,2.86107e-07,6.67582e-07,8.5832e-07,1.33516e-06,1.2398e-06,2.09812e-06,3.62402e-06,5.8175e-06,1.26841e-05,2.47005e-05,5.2739e-05,8.99329e-05,0.000177958,0.000341516,0.000550088,0.000967803,0.00165513,0.00267548,0.00418441,0.00656432,0.0101422,0.0158665,0.0234523,0.034076,0.0465871,0.062995,0.0826794,0.10592,0.132512,0.159561,0.183263,0.207179,0.226671,0.240654,0.249905,0.260225,0.268586
104,0.219504,0.201572,0.178007,0.150808,0.122817,0.0925217,0.0676567,0.0461566,0.0292588,0.0179536,0.0106612,0.00574006,0.00296435,0.00151465,0.000805581,0.000364118,0.000183967,7.07637e-05,3.11856e-05,1.28748e-05,5.72213e-06,2.86107e-06,8.5832e-07,6.67582e-07,9.53689e-08,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,2.86107e-07,6.67582e-07,1.14443e-06,2.7657e-06,5.14992e-06,1.32563e-05,2.61311e-05,4.78752e-05,0.000101663,0.000197986,0.000354009,0.00063859,0.00111505,0.001876,0.00308776,0.00483511,0.00774953,0.0122391,0.0185748,0.027694,0.0386665,0.0532632,0.0712089,0.0944417,0.118861,0.145349,0.171882,0.197205,0.219857,0.237446,0.249905,0.262729,0.273245
96,0.211676,0.190597,0.166029,0.136851,0.108559,0.0783612,0.0552385,0.0349274,0.0214874,0.0123231,0.00729775,0.00381161,0.00186227,0.000889029,0.00042401,0.000177863,8.23987e-05,3.22347e-05,1.28748e-05,4.57771e-06,2.09812e-06,9.53689e-07,9.53689e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,1.90738e-07,3.81476e-07,1.2398e-06,2.09812e-06,6.58045e-06,1.50683e-05,2.61311e-05,5.79843e-05,0.000111105,0.000216392,0.000418383,0.000755989,0.00130474,0.00214065,0.0036305,0.00583991,0.00947936,0.0145556,0.0224214,0.031529,0.0445404,0.0609424,0.0826794,0.105457,0.133115,0.160688,0.187371,0.212225,0.232592,0.251593,0.265109,0.281701
88,0.20297,0.179646,0.152435,0.121505,0.0936214,0.0653155,0.0433112,0.0271003,0.0160543,0.00878052,0.00485189,0.00240301,0.00109998,0.000482376,0.000223068,8.71672e-05,3.50958e-05,1.28748e-05,4.48234e-06,1.5259e-06,5.72213e-07,6.67582e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,7.62951e-07,1.81201e-06,4.48234e-06,1.2398e-05,3.29023e-05,6.58045e-05,0.000130369,0.000258164,0.000507744,0.00087644,0.00151246,0.00262055,0.00440347,0.00704411,0.0112187,0.0174459,0.0257947,0.0367448,0.0513597,0.0709868,0.0930683,0.119904,0.147019,0.17549,0.204388,0.230238,0.250363,0.269292,0.28865
80,0.193845,0.167523,0.137818,0.107703,0.0784813,0.0536047,0.0339517,0.0203444,0.0113514,0.00609541,0.00308013,0.00144331,0.000631056,0.000259785,0.000104238,4.1104e-05,1.54498e-05,4.86381e-06,1.5259e-06,1.14443e-06,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,7.62951e-07,9.53689e-07,2.28885e-06,7.72488e-06,1.89784e-05,3.46189e-05,7.90608e-05,0.000168994,0.000311093,0.000600538,0.00107118,0.00186799,0.00325704,0.0053996,0.00870717,0.0141225,0.0208243,0.0304961,0.043449,0.0607435,0.0825295,0.106693,0.135403,0.164826,0.195138,0.223699,0.249296,0.272155,0.296807
72,0.186348,0.156993,0.12461,0.0931742,0.0667091,0.0435182,0.0268939,0.015058,0.00801036,0.00408131,0.00202659,0.000893893,0.000377375,0.000144675,4.95918e-05,2.17441e-05,7.24804e-06,2.19348e-06,7.62951e-07,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,4.76844e-07,9.53689e-08,1.62127e-06,3.71939e-06,8.77394e-06,2.15534e-05,4.80659e-05,9.64179e-05,0.00020161,0.000402743,0.000757038,0.00135138,0.00242342,0.00408713,0.00695382,0.0110059,0.0167174,0.0248178,0.0362408,0.0520383,0.0715323,0.0952987,0.124195,0.154973,0.187115,0.219739,0.248993,0.277879,0.302954
64,0.177544,0.14397,0.111545,0.0805177,0.0543444,0.0345678,0.0204419,0.0109596,0.00548667,0.00263762,0.00123617,0.000513943,0.00019913,6.93332e-05,2.70848e-05,1.01091e-05,2.57496e-06,5.72213e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,5.72213e-07,1.2398e-06,4.38697e-06,1.17304e-05,2.24117e-05,6.38972e-05,0.000124552,0.00025082,0.000519951,0.000933948,0.00172961,0.00298705,0.00516499,0.00857986,0.0130965,0.0203727,0.029917,0.043849,0.0620503,0.0846618,0.11296,0.144376,0.179883,0.214672,0.248389,0.282089,0.312667
56,0.169044,0.131196,0.0986973,0.0676232,0.0442374,0.0266299,0.0149046,0.00759506,0.00364557,0.00162881,0.000709354,0.000276856,0.000103285,3.33791e-05,1.05859e-05,2.86107e-06,5.72213e-07,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-07,2.09812e-06,6.48508e-06,1.421e-05,3.65263e-05,7.40063e-05,0.00016022,0.000325399,0.000612459,0.00118801,0.00218357,0.00379482,0.0065619,0.0102046,0.0162119,0.0243256,0.0370137,0.0533117,0.0748116,0.101712,0.133986,0.170026,0.207389,0.245413,0.287233,0.321502
48,0.161512,0.121146,0.086981,0.0579997,0.035518,0.0202809,0.0110056,0.00538205,0.002399,0.00104276,0.000426299,0.000153639,5.13085e-05,1.71664e-05,4.38697e-06,1.2398e-06,4.76844e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,5.72213e-07,9.53689e-07,3.71939e-06,7.53414e-06,2.00275e-05,4.56817e-05,9.90883e-05,0.000208,0.0004304,0.0008299,0.00162823,0.00291114,0.00504454,0.00803771,0.0129262,0.0203748,0.0309057,0.0455509,0.0666765,0.0926892,0.124421,0.161831,0.202769,0.24719,0.290492,0.32952
