SW Version,2018.3
GT Type,UltraScale+ GTH
Date and Time Started,2019-Sep-27 19:57:46
Date and Time Ended,2019-Sep-27 19:57:49
Scan Name,Scan Tx3-Rx3 Link 8 
Link Settings,
Reset RX After Applying Settings,false
Open Area,856
Horizontal Opening,23
Horizontal Percentage,35.38
Vertical Opening,41
Vertical Percentage,19.35
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,ELF Version: 0x8008 SVN: 16040
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
120,0.500726,0.498593,0.49708,0.497986,0.496778,0.499505,0.500114,0.497684,0.498896,0.498289,0.497684,0.50042,0.501339,0.500726,0.4992,0.500726,0.501339,0.501032,0.50042,0.50042,0.500114,0.497986,0.497986,0.498593,0.498289,0.497684,0.498289,0.498896,0.497986,0.497684,0.497684,0.50042,0.500114,0.501339,0.498593,0.498896,0.50042,0.497986,0.498593,0.499505,0.497986,0.500726,0.498593,0.501032,0.498896,0.498593,0.499505,0.50042,0.499505,0.498289,0.498289,0.497382,0.500114,0.501646,0.498289,0.4992,0.498593,0.498289,0.501339,0.498593,0.500726,0.4992,0.49708,0.498593,0.4992
112,0.459959,0.463079,0.463604,0.466242,0.462556,0.457902,0.465183,0.466774,0.465447,0.467573,0.462295,0.472154,0.469448,0.469987,0.474067,0.472972,0.474616,0.479899,0.479057,0.477104,0.481309,0.483011,0.484153,0.486742,0.485301,0.489067,0.491709,0.490238,0.493189,0.490825,0.492005,0.493189,0.493486,0.494977,0.495277,0.492596,0.492005,0.49112,0.487612,0.489067,0.491414,0.486453,0.485301,0.48444,0.479057,0.482159,0.480744,0.479899,0.477382,0.47766,0.479899,0.483296,0.481309,0.478218,0.479618,0.479337,0.482159,0.48018,0.481592,0.482443,0.481875,0.48444,0.487612,0.483296,0.490238
104,0.308894,0.311241,0.305211,0.306124,0.309829,0.306697,0.309829,0.313625,0.313985,0.310887,0.314709,0.316167,0.318502,0.323534,0.329653,0.324431,0.331387,0.337392,0.32637,0.33767,0.336284,0.337949,0.346673,0.342041,0.346379,0.345357,0.35053,0.34785,0.352794,0.351885,0.351583,0.36376,0.357256,0.356478,0.360399,0.357568,0.356168,0.357256,0.348887,0.35249,0.349185,0.346673,0.33963,0.341898,0.332868,0.332328,0.328332,0.331253,0.325333,0.329918,0.327021,0.331253,0.33341,0.338927,0.322388,0.327152,0.334499,0.33656,0.333545,0.346526,0.334909,0.342184,0.34147,0.344486,0.353555
96,0.250439,0.250746,0.250286,0.250439,0.2509,0.252058,0.250746,0.251285,0.25198,0.251207,0.252058,0.252446,0.252291,0.252758,0.250593,0.25113,0.249981,0.249069,0.243878,0.24009,0.233055,0.229593,0.22303,0.213164,0.201621,0.189451,0.183798,0.17102,0.164034,0.159873,0.153406,0.152776,0.15252,0.149487,0.151533,0.16325,0.162958,0.175528,0.182854,0.195231,0.202669,0.213053,0.219504,0.226045,0.235602,0.242507,0.245781,0.247938,0.251362,0.25113,0.251516,0.25307,0.252368,0.253383,0.251439,0.252914,0.254012,0.251439,0.252758,0.253305,0.25354,0.254406,0.253854,0.25409,0.255836
88,0.249905,0.250363,0.248993,0.249752,0.250134,0.249296,0.24922,0.249981,0.249752,0.248918,0.249069,0.247938,0.246595,0.244096,0.240937,0.235331,0.229336,0.222424,0.210048,0.196589,0.183345,0.170949,0.156125,0.1402,0.126476,0.109371,0.100464,0.0852787,0.0782638,0.0680897,0.0632626,0.0576893,0.0537595,0.0543985,0.0567619,0.0580902,0.0619143,0.0701359,0.0766886,0.0918578,0.102913,0.117295,0.132106,0.150808,0.168731,0.184918,0.200241,0.215632,0.226859,0.236554,0.240231,0.244753,0.245928,0.248691,0.249828,0.249981,0.250286,0.25021,0.250593,0.250134,0.249372,0.249676,0.249524,0.249981,0.250286
80,0.250669,0.250746,0.250286,0.249981,0.249524,0.249752,0.250286,0.2496,0.248389,0.247041,0.244096,0.239739,0.235128,0.227679,0.220746,0.20887,0.197395,0.184211,0.164002,0.14631,0.129393,0.114556,0.0976851,0.0817961,0.0701059,0.0576608,0.0494649,0.0417612,0.034411,0.0305838,0.0265659,0.0240457,0.0223017,0.0219192,0.0222291,0.0230972,0.0245427,0.0276332,0.0303167,0.0375275,0.0442924,0.0537701,0.0633703,0.0784963,0.0954541,0.114172,0.1361,0.158604,0.176169,0.196072,0.210426,0.22309,0.231802,0.24009,0.243516,0.247938,0.24922,0.249145,0.249448,0.249752,0.250439,0.249296,0.249905,0.2496,0.250516
72,0.250363,0.249752,0.250516,0.2496,0.2496,0.249069,0.247713,0.246372,0.242363,0.23779,0.230368,0.222969,0.212115,0.199267,0.185169,0.169114,0.151225,0.135358,0.114572,0.0960811,0.0804782,0.0662344,0.0536153,0.0426039,0.0346746,0.0271605,0.0221936,0.0177602,0.0144015,0.0124264,0.0105018,0.00928435,0.00847429,0.00828088,0.00869154,0.0089828,0.00984989,0.0107538,0.0122078,0.0149242,0.0181549,0.0225584,0.0277211,0.0360003,0.0462975,0.059534,0.0762815,0.0976037,0.117077,0.140176,0.159313,0.181558,0.196119,0.214784,0.226045,0.234791,0.24002,0.245192,0.247638,0.24922,0.249752,0.249372,0.25021,0.250286,0.249296
64,0.250286,0.250057,0.249905,0.248993,0.247638,0.244753,0.241648,0.237102,0.229851,0.219269,0.207127,0.193891,0.177736,0.158481,0.14309,0.124138,0.104502,0.087924,0.0714512,0.0564373,0.0440092,0.0344848,0.0262274,0.0192501,0.0146976,0.0110485,0.00843309,0.00697528,0.00536297,0.00428988,0.00361353,0.00316987,0.00293431,0.00286469,0.00293355,0.0031529,0.00339952,0.00395075,0.00447185,0.00580167,0.00709754,0.00915236,0.011424,0.0153521,0.0207415,0.0280948,0.0394504,0.0534439,0.0668125,0.0872218,0.107604,0.130257,0.150089,0.170345,0.190287,0.207757,0.220805,0.232196,0.238691,0.245119,0.246743,0.249752,0.249752,0.250286,0.250286
56,0.250057,0.249069,0.247563,0.245192,0.242005,0.236486,0.229336,0.219269,0.207284,0.190553,0.17297,0.156692,0.136645,0.11671,0.0985548,0.0811881,0.0650407,0.0512473,0.0399545,0.0286469,0.0210664,0.0153438,0.010984,0.00763085,0.00556992,0.00389239,0.00296788,0.00225032,0.00172789,0.00137255,0.00111372,0.000951019,0.000868811,0.000811589,0.000852216,0.000917258,0.000967422,0.00118009,0.00138609,0.00177043,0.00236534,0.00324636,0.00436847,0.00614748,0.00848745,0.0121199,0.0180601,0.0253015,0.0349468,0.048097,0.0630775,0.0817797,0.10222,0.123297,0.145815,0.168557,0.188189,0.204951,0.220865,0.231083,0.239039,0.243588,0.247414,0.249676,0.250439
48,0.250593,0.247489,0.243082,0.238483,0.231278,0.221642,0.208657,0.193023,0.176207,0.155858,0.137011,0.116511,0.0968307,0.0789046,0.063567,0.0486049,0.0368009,0.027694,0.0194351,0.0133684,0.00909533,0.00633898,0.00408293,0.00274662,0.0018389,0.0013365,0.000938621,0.000688945,0.000495346,0.000366217,0.000293927,0.000244907,0.00021706,0.000202182,0.000209049,0.000217823,0.000215534,0.000284199,0.000350195,0.000467689,0.000658999,0.00101701,0.00139944,0.00216316,0.0031857,0.00493629,0.00792725,0.0117128,0.0168277,0.0248457,0.0352475,0.048097,0.0641946,0.0822808,0.104782,0.124838,0.151309,0.170629,0.191802,0.206761,0.222303,0.23213,0.240654,0.245633,0.250286
40,0.254564,0.245266,0.234657,0.223822,0.211076,0.196778,0.180002,0.160091,0.140128,0.117177,0.0975339,0.0787908,0.0620926,0.0473464,0.0362424,0.0263007,0.0182337,0.0125814,0.00826371,0.00513104,0.00331846,0.00206664,0.00127317,0.000804532,0.000520714,0.000340658,0.000222782,0.000150492,0.000112154,8.01099e-05,6.10361e-05,4.59678e-05,3.77661e-05,3.5668e-05,2.91829e-05,3.1281e-05,4.06271e-05,4.88289e-05,5.85565e-05,8.52598e-05,0.000133326,0.000202945,0.000324445,0.00053254,0.00090734,0.00157893,0.00297475,0.00471466,0.00748131,0.0113106,0.0174775,0.0248495,0.0355196,0.0495516,0.0657665,0.0847932,0.109051,0.130402,0.153665,0.175265,0.194905,0.21206,0.226608,0.237102,0.248766
32,0.261638,0.244024,0.222424,0.205207,0.187157,0.166164,0.144401,0.122486,0.101222,0.0816412,0.0623763,0.0486367,0.0359877,0.0251624,0.0180454,0.0122347,0.00781357,0.0050061,0.00299935,0.00169108,0.000990311,0.000581369,0.000331884,0.000202564,0.000114443,7.55322e-05,4.57771e-05,3.01366e-05,2.05997e-05,1.1635e-05,6.67582e-06,6.67582e-06,4.38697e-06,5.5314e-06,3.0518e-06,4.95918e-06,2.09812e-06,3.0518e-06,7.0573e-06,1.27794e-05,1.58312e-05,2.59403e-05,5.14992e-05,9.51781e-05,0.000186923,0.000393683,0.000856985,0.00153849,0.00275387,0.0046088,0.00752613,0.0120418,0.0181759,0.026978,0.0398128,0.0530803,0.0723217,0.0930366,0.115379,0.138423,0.161831,0.184087,0.205053,0.224312,0.244024
24,0.268059,0.240161,0.212335,0.186603,0.161131,0.136645,0.11282,0.0893919,0.072533,0.0543336,0.039282,0.0283839,0.0199408,0.0127355,0.00857671,0.0053542,0.0030848,0.001878,0.00103456,0.000514611,0.000296979,0.00016289,8.03006e-05,4.38697e-05,2.36515e-05,9.34615e-06,8.01099e-06,5.34066e-06,1.5259e-06,1.5259e-06,1.14443e-06,3.81476e-07,3.81476e-07,3.81476e-07,5.72213e-07,3.81476e-07,3.81476e-07,3.81476e-07,1.90738e-07,7.62951e-07,1.14443e-06,2.28885e-06,6.86656e-06,1.04906e-05,2.95644e-05,7.89654e-05,0.000218013,0.00044976,0.00092813,0.00182269,0.00325036,0.00565805,0.0091249,0.0144294,0.022647,0.0328635,0.0471339,0.0634832,0.0849868,0.106526,0.131512,0.1579,0.182895,0.211458,0.242938
16,0.278068,0.236554,0.201473,0.168384,0.135875,0.109722,0.0841833,0.0629031,0.0458492,0.0324714,0.0214959,0.014749,0.00915446,0.00536069,0.0033526,0.00182956,0.000961891,0.000526246,0.000271611,0.00013447,6.00824e-05,3.16625e-05,1.44961e-05,6.86656e-06,3.43328e-06,1.90738e-06,9.53689e-07,7.62951e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,1.90738e-07,5.72213e-07,2.67033e-06,1.01091e-05,3.20439e-05,8.69764e-05,0.000226787,0.00054036,0.00113127,0.00226654,0.00389754,0.00696956,0.0112848,0.0185131,0.0282966,0.0403819,0.0576933,0.0776407,0.103198,0.131112,0.163217,0.198207,0.238344
