SW Version,2018.3
GT Type,UltraScale+ GTY
Date and Time Started,2019-Sep-27 19:56:00
Date and Time Ended,2019-Sep-27 19:56:04
Scan Name,Scan Tx1-Rx1 Link 7 
Link Settings,
Reset RX After Applying Settings,false
Open Area,6568
Horizontal Opening,36
Horizontal Percentage,55.38
Vertical Opening,241
Vertical Percentage,100.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,1
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,ELF Version: 0x0009 SVN: 16356
Scan Start
2d statistical,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
120,0.249145,0.24615,0.240937,0.227805,0.201969,0.168557,0.127361,0.0874826,0.0547219,0.030356,0.0158199,0.00718233,0.00318179,0.00118238,0.000416381,0.000143244,4.68261e-05,1.76432e-05,5.05455e-06,1.2398e-06,2.86107e-07,3.81476e-07,9.53689e-08,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,9.53689e-08,3.81476e-07,3.81476e-07,2.57496e-06,6.96193e-06,1.32563e-05,2.88014e-05,7.50553e-05,0.000163748,0.000350481,0.000690566,0.00131609,0.00245365,0.00460203,0.00779273,0.014009,0.0227881,0.0369903,0.0557878,0.0814626,0.110522,0.147389,0.183018,0.210264,0.230497,0.241363,0.246892,0.2496,0.251439
112,0.247638,0.243661,0.235263,0.216259,0.186858,0.147177,0.104702,0.0690948,0.0397548,0.0206365,0.00970601,0.0040878,0.0016659,0.000581655,0.000181773,5.65537e-05,1.74525e-05,6.58045e-06,1.62127e-06,1.90738e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,7.62951e-07,2.28885e-06,5.43603e-06,1.45914e-05,3.86244e-05,8.56413e-05,0.000198367,0.000421626,0.000821698,0.0015528,0.00306697,0.00536479,0.00985098,0.0168405,0.0280755,0.0436016,0.0649324,0.0943982,0.131196,0.167866,0.198543,0.223334,0.23883,0.245413,0.249752,0.25021
104,0.247788,0.240796,0.227552,0.20531,0.168004,0.125143,0.0840365,0.0510588,0.0282148,0.0133414,0.00587091,0.00232471,0.00087005,0.000269989,8.01099e-05,2.37469e-05,7.3434e-06,2.19348e-06,2.86107e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,1.14443e-06,2.57496e-06,6.77119e-06,1.84062e-05,3.94827e-05,0.000103666,0.000235943,0.000486381,0.000994602,0.00204852,0.00373198,0.00708971,0.0122154,0.0210989,0.0347349,0.0529191,0.0784212,0.115054,0.152322,0.185253,0.21333,0.23246,0.242938,0.249145,0.253148
96,0.24556,0.235128,0.216602,0.191668,0.149705,0.105893,0.065598,0.0371143,0.0190695,0.00869146,0.00345789,0.00126335,0.000440318,0.000121881,3.50958e-05,9.44152e-06,1.5259e-06,4.76844e-07,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,3.81476e-07,1.14443e-06,3.52865e-06,7.43877e-06,1.91691e-05,5.55047e-05,0.000132944,0.000297742,0.000618372,0.00135576,0.00251316,0.0049959,0.00890344,0.0157639,0.0267848,0.0418594,0.0663525,0.0982239,0.13469,0.171882,0.201275,0.225299,0.24009,0.248389,0.256156
88,0.241648,0.229464,0.205929,0.174295,0.129988,0.0873148,0.05073,0.0268305,0.0128355,0.00541924,0.00199865,0.000662528,0.00021973,5.41695e-05,1.32563e-05,3.24254e-06,9.53689e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,2.86107e-07,1.90738e-07,9.53689e-07,3.33791e-06,1.13489e-05,2.91829e-05,7.30526e-05,0.000182918,0.000380522,0.000858511,0.0016783,0.0034081,0.00640932,0.0114017,0.0203031,0.0325203,0.0537878,0.082347,0.117094,0.155149,0.18989,0.216487,0.23567,0.24854,0.260225
80,0.24009,0.219504,0.193114,0.157053,0.110462,0.069576,0.0379711,0.0186748,0.00839194,0.00321574,0.00114843,0.000352483,0.000101949,2.41283e-05,4.67308e-06,8.5832e-07,9.53689e-08,1.90738e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,3.81476e-07,1.14443e-06,5.5314e-06,1.57359e-05,4.01503e-05,0.000103094,0.000238708,0.00053769,0.00111505,0.00234588,0.004376,0.00853569,0.0148965,0.0254469,0.0426305,0.0682998,0.101485,0.139318,0.174147,0.207075,0.230497,0.246892,0.264084
72,0.235805,0.209833,0.178162,0.137034,0.0911626,0.0528508,0.0273683,0.0125354,0.00507992,0.00186799,0.000575551,0.000160029,4.41558e-05,8.96468e-06,2.00275e-06,3.81476e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,6.67582e-07,2.28885e-06,7.3434e-06,1.76432e-05,5.23575e-05,0.000131895,0.000322347,0.000685035,0.00151522,0.00301175,0.00600166,0.0107904,0.0195286,0.0336422,0.0565659,0.0856891,0.12054,0.15981,0.195978,0.225547,0.24719,0.26947
64,0.231671,0.198928,0.159686,0.117362,0.0733382,0.0406625,0.0188016,0.00800551,0.00311341,0.00103685,0.000295357,7.84886e-05,1.47822e-05,4.19623e-06,2.86107e-07,2.86107e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.04906e-06,4.00549e-06,9.63226e-06,3.34745e-05,6.64721e-05,0.000180533,0.000433165,0.000980774,0.00203479,0.00417792,0.00783117,0.0143055,0.0257979,0.045234,0.0716323,0.104275,0.142765,0.182204,0.217061,0.248842,0.277315
56,0.226045,0.186518,0.142765,0.0978251,0.0584049,0.0299937,0.01269,0.00507486,0.00180056,0.000565537,0.000134756,3.25208e-05,8.39246e-06,1.33516e-06,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,1.90738e-07,9.53689e-08,7.62951e-07,1.62127e-06,4.57771e-06,1.37331e-05,3.65263e-05,0.000100614,0.00024033,0.00060874,0.00135328,0.00283265,0.00551976,0.0105002,0.0194776,0.0355211,0.0579833,0.0883316,0.12599,0.170309,0.209725,0.248993,0.284046
48,0.220924,0.174444,0.127124,0.0822147,0.0448526,0.0211906,0.00852255,0.00313363,0.00106327,0.000287156,7.01915e-05,1.44007e-05,2.57496e-06,6.67582e-07,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,9.53689e-08,7.62951e-07,2.09812e-06,8.29709e-06,2.05043e-05,6.06546e-05,0.000151064,0.000375181,0.000838102,0.00193389,0.0038921,0.00752155,0.0146834,0.027259,0.0471177,0.0752653,0.113398,0.156214,0.203677,0.24854,0.292776
